File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MYD11A2_006_Clear_sky_nights_doy2016153_aid0001,Clear_sky_nights,aid0001,2016-06-01,9069687.0,1.0,255.0,"(1.0,255.0)",143.0549,75.632,5720.1922,198.0,255.0,141.0,1.0,82.0
MYD11A2_006_Clear_sky_nights_doy2016161_aid0001,Clear_sky_nights,aid0001,2016-06-09,9134751.0,1.0,255.0,"(1.0,255.0)",102.7916,72.6027,5271.1456,167.0,255.0,93.0,1.0,41.0
MYD11A2_006_Clear_sky_nights_doy2016169_aid0001,Clear_sky_nights,aid0001,2016-06-17,9125291.0,1.0,255.0,"(1.0,255.0)",126.1866,72.3308,5231.7381,192.0,255.0,125.0,1.0,65.0
MYD11A2_006_Clear_sky_nights_doy2016177_aid0001,Clear_sky_nights,aid0001,2016-06-25,9219114.0,1.0,255.0,"(1.0,255.0)",153.8673,81.0478,6568.7379,238.0,255.0,159.0,1.0,95.0
MYD11A2_006_Clear_sky_nights_doy2016185_aid0001,Clear_sky_nights,aid0001,2016-07-03,9117611.0,1.0,255.0,"(1.0,255.0)",148.4472,70.6893,4996.9714,208.0,255.0,144.0,1.0,100.0
MYD11A2_006_Clear_sky_nights_doy2016193_aid0001,Clear_sky_nights,aid0001,2016-07-11,8746132.0,1.0,255.0,"(1.0,255.0)",148.6713,82.6289,6827.5326,240.0,255.0,138.0,1.0,65.0
MYD11A2_006_Clear_sky_nights_doy2016201_aid0001,Clear_sky_nights,aid0001,2016-07-19,9176433.0,1.0,255.0,"(1.0,255.0)",165.0722,75.14,5646.0251,236.0,255.0,182.0,1.0,117.0
MYD11A2_006_Clear_sky_nights_doy2016209_aid0001,Clear_sky_nights,aid0001,2016-07-27,9204216.0,1.0,255.0,"(1.0,255.0)",191.2218,69.6597,4852.4802,251.0,255.0,223.0,1.0,127.0
MYD11A2_006_Clear_sky_nights_doy2016217_aid0001,Clear_sky_nights,aid0001,2016-08-04,9148742.0,1.0,255.0,"(1.0,255.0)",185.4724,63.3454,4012.6406,239.0,255.0,199.0,9.0,147.0
MYD11A2_006_Clear_sky_nights_doy2016225_aid0001,Clear_sky_nights,aid0001,2016-08-12,9173073.0,1.0,255.0,"(1.0,255.0)",158.9504,81.6187,6661.6158,239.0,255.0,175.0,1.0,95.0
MYD11A2_006_Clear_sky_nights_doy2016233_aid0001,Clear_sky_nights,aid0001,2016-08-20,9202208.0,1.0,255.0,"(1.0,255.0)",170.1677,71.1484,5062.0994,240.0,255.0,192.0,1.0,117.0
MYD11A2_006_Clear_sky_nights_doy2016241_aid0001,Clear_sky_nights,aid0001,2016-08-28,9202386.0,1.0,255.0,"(1.0,255.0)",161.4345,72.4717,5252.1416,227.0,255.0,173.0,1.0,110.0
MYD11A2_006_Clear_sky_nights_doy2016249_aid0001,Clear_sky_nights,aid0001,2016-09-05,9153195.0,1.0,255.0,"(1.0,255.0)",129.4154,73.4657,5397.2095,189.0,255.0,119.0,1.0,61.0
MYD11A2_006_Clear_sky_nights_doy2016257_aid0001,Clear_sky_nights,aid0001,2016-09-13,8733509.0,1.0,255.0,"(1.0,255.0)",141.6661,86.4031,7465.4907,223.0,255.0,148.0,1.0,72.0
MYD11A2_006_Clear_sky_nights_doy2016265_aid0001,Clear_sky_nights,aid0001,2016-09-21,9163686.0,1.0,255.0,"(1.0,255.0)",131.9977,79.4765,6316.5198,191.0,255.0,123.0,1.0,65.0
MYD11A2_006_Clear_sky_nights_doy2016273_aid0001,Clear_sky_nights,aid0001,2016-09-29,9146503.0,1.0,255.0,"(1.0,255.0)",190.1208,71.6702,5136.6106,249.0,255.0,230.0,1.0,127.0
MYD11A2_006_Clear_sky_nights_doy2016281_aid0001,Clear_sky_nights,aid0001,2016-10-07,9209502.0,1.0,255.0,"(1.0,255.0)",197.6165,70.0098,4901.3694,251.0,255.0,237.0,1.0,128.0
MYD11A2_006_Clear_sky_nights_doy2016289_aid0001,Clear_sky_nights,aid0001,2016-10-15,9154837.0,1.0,255.0,"(1.0,255.0)",142.2316,86.1866,7428.1313,221.0,255.0,157.0,1.0,45.0
MYD11A2_006_Clear_sky_nights_doy2016297_aid0001,Clear_sky_nights,aid0001,2016-10-23,9139197.0,1.0,255.0,"(1.0,255.0)",136.5117,83.5577,6981.8854,204.0,255.0,139.0,1.0,63.0
MYD11A2_006_Clear_sky_nights_doy2016305_aid0001,Clear_sky_nights,aid0001,2016-10-31,9146079.0,1.0,255.0,"(1.0,255.0)",162.0254,74.135,5495.9919,240.0,255.0,169.0,1.0,112.0
MYD11A2_006_Clear_sky_nights_doy2016313_aid0001,Clear_sky_nights,aid0001,2016-11-08,9144438.0,1.0,255.0,"(1.0,255.0)",179.3522,69.2626,4797.3072,241.0,255.0,197.0,1.0,127.0
MYD11A2_006_Clear_sky_nights_doy2016321_aid0001,Clear_sky_nights,aid0001,2016-11-16,9146667.0,1.0,255.0,"(1.0,255.0)",123.7068,88.6474,7858.3616,208.0,255.0,127.0,1.0,31.0
MYD11A2_006_Clear_sky_nights_doy2016329_aid0001,Clear_sky_nights,aid0001,2016-11-24,9002397.0,1.0,255.0,"(1.0,255.0)",142.1766,78.9439,6232.1345,220.0,255.0,131.0,1.0,78.0
MYD11A2_006_Clear_sky_nights_doy2016337_aid0001,Clear_sky_nights,aid0001,2016-12-02,8878907.0,1.0,255.0,"(1.0,255.0)",136.9169,82.5173,6809.1,209.0,255.0,133.0,1.0,62.0
MYD11A2_006_Clear_sky_nights_doy2016345_aid0001,Clear_sky_nights,aid0001,2016-12-10,8666477.0,1.0,255.0,"(1.0,255.0)",122.3526,83.5016,6972.5231,199.0,255.0,133.0,1.0,35.0
MYD11A2_006_Clear_sky_nights_doy2016353_aid0001,Clear_sky_nights,aid0001,2016-12-18,7187206.0,1.0,255.0,"(1.0,255.0)",90.1559,81.8151,6693.7054,157.0,255.0,67.0,1.0,12.0
MYD11A2_006_Clear_sky_nights_doy2016361_aid0001,Clear_sky_nights,aid0001,2016-12-26,6803190.0,1.0,63.0,"(1.0,63.0)",38.3184,21.1447,447.1004,62.0,63.0,41.0,1.0,19.0
MYD11A2_006_Clear_sky_nights_doy2017001_aid0001,Clear_sky_nights,aid0001,2017-01-01,7669833.0,1.0,255.0,"(1.0,255.0)",115.5611,87.5287,7661.272,198.0,255.0,96.0,1.0,31.0
MYD11A2_006_Clear_sky_nights_doy2017009_aid0001,Clear_sky_nights,aid0001,2017-01-09,6593209.0,1.0,255.0,"(1.0,255.0)",135.9666,84.0884,7070.8573,224.0,255.0,139.0,1.0,59.0
MYD11A2_006_Clear_sky_nights_doy2017017_aid0001,Clear_sky_nights,aid0001,2017-01-17,7636527.0,1.0,255.0,"(1.0,255.0)",120.2859,83.1068,6906.7472,195.0,255.0,128.0,1.0,35.0
MYD11A2_006_Clear_sky_nights_doy2017025_aid0001,Clear_sky_nights,aid0001,2017-01-25,8682048.0,1.0,255.0,"(1.0,255.0)",93.2404,81.968,6718.7463,136.0,255.0,66.0,1.0,24.0
MYD11A2_006_Clear_sky_nights_doy2017033_aid0001,Clear_sky_nights,aid0001,2017-02-02,7677359.0,1.0,255.0,"(1.0,255.0)",156.7211,85.5864,7325.0333,237.0,255.0,189.0,1.0,91.0
MYD11A2_006_Clear_sky_nights_doy2017041_aid0001,Clear_sky_nights,aid0001,2017-02-10,8245238.0,1.0,255.0,"(1.0,255.0)",137.3242,87.8729,7721.6502,224.0,255.0,136.0,1.0,56.0
MYD11A2_006_Clear_sky_nights_doy2017049_aid0001,Clear_sky_nights,aid0001,2017-02-18,8737211.0,1.0,255.0,"(1.0,255.0)",164.5654,83.8627,7032.9588,250.0,255.0,191.0,1.0,96.0
MYD11A2_006_Clear_sky_nights_doy2017057_aid0001,Clear_sky_nights,aid0001,2017-02-26,8904213.0,1.0,255.0,"(1.0,255.0)",140.1149,85.7869,7359.395,231.0,255.0,132.0,1.0,63.0
MYD11A2_006_Clear_sky_nights_doy2017065_aid0001,Clear_sky_nights,aid0001,2017-03-06,8122739.0,1.0,255.0,"(1.0,255.0)",124.055,81.6369,6664.5878,192.0,255.0,136.0,1.0,41.0
MYD11A2_006_Clear_sky_nights_doy2017073_aid0001,Clear_sky_nights,aid0001,2017-03-14,8530472.0,1.0,255.0,"(1.0,255.0)",122.7873,85.9222,7382.6227,207.0,255.0,123.0,1.0,39.0
MYD11A2_006_Clear_sky_nights_doy2017081_aid0001,Clear_sky_nights,aid0001,2017-03-22,8360330.0,1.0,255.0,"(1.0,255.0)",90.2865,67.1635,4510.9406,120.0,249.0,84.0,1.0,34.0
MYD11A2_006_Clear_sky_nights_doy2017089_aid0001,Clear_sky_nights,aid0001,2017-03-30,8842604.0,1.0,255.0,"(1.0,255.0)",167.3588,79.9867,6397.8768,248.0,255.0,187.0,1.0,113.0
MYD11A2_006_Clear_sky_nights_doy2017097_aid0001,Clear_sky_nights,aid0001,2017-04-07,8568285.0,1.0,255.0,"(1.0,255.0)",154.1014,82.9583,6882.0773,247.0,255.0,131.0,1.0,94.0
MYD11A2_006_Clear_sky_nights_doy2017105_aid0001,Clear_sky_nights,aid0001,2017-04-15,8467001.0,1.0,255.0,"(1.0,255.0)",106.6211,84.7284,7178.91,180.0,255.0,104.0,1.0,22.0
MYD11A2_006_Clear_sky_nights_doy2017113_aid0001,Clear_sky_nights,aid0001,2017-04-23,8850804.0,1.0,255.0,"(1.0,255.0)",144.3665,80.4163,6466.7885,225.0,255.0,138.0,1.0,89.0
MYD11A2_006_Clear_sky_nights_doy2017121_aid0001,Clear_sky_nights,aid0001,2017-05-01,9094370.0,1.0,255.0,"(1.0,255.0)",184.7863,73.7223,5434.9842,250.0,255.0,207.0,1.0,130.0
MYD11A2_006_Clear_sky_nights_doy2017129_aid0001,Clear_sky_nights,aid0001,2017-05-09,9203576.0,1.0,255.0,"(1.0,255.0)",159.8829,80.1804,6428.8967,239.0,255.0,172.0,1.0,95.0
MYD11A2_006_Clear_sky_nights_doy2017137_aid0001,Clear_sky_nights,aid0001,2017-05-17,9198227.0,1.0,255.0,"(1.0,255.0)",197.9976,62.3195,3883.7196,249.0,255.0,222.0,27.0,160.0
MYD11A2_006_Clear_sky_nights_doy2017145_aid0001,Clear_sky_nights,aid0001,2017-05-25,9128921.0,1.0,255.0,"(1.0,255.0)",177.1857,88.3305,7802.2842,247.0,255.0,223.0,1.0,127.0
MYD11A2_006_Clear_sky_nights_doy2017153_aid0001,Clear_sky_nights,aid0001,2017-06-02,9147881.0,1.0,255.0,"(1.0,255.0)",204.5067,70.6196,4987.1342,253.0,255.0,247.0,3.0,153.0
MYD11A2_006_Clear_sky_nights_doy2017161_aid0001,Clear_sky_nights,aid0001,2017-06-10,9165793.0,1.0,255.0,"(1.0,255.0)",162.864,66.6184,4438.0147,219.0,255.0,160.0,1.0,125.0
MYD11A2_006_Clear_sky_nights_doy2017169_aid0001,Clear_sky_nights,aid0001,2017-06-18,9202147.0,1.0,255.0,"(1.0,255.0)",144.5195,85.7981,7361.3064,238.0,255.0,143.0,1.0,63.0
MYD11A2_006_Clear_sky_nights_doy2017177_aid0001,Clear_sky_nights,aid0001,2017-06-26,9172348.0,1.0,255.0,"(1.0,255.0)",170.6809,80.2783,6444.601,248.0,255.0,188.0,1.0,112.0
MYD11A2_006_Clear_sky_nights_doy2017185_aid0001,Clear_sky_nights,aid0001,2017-07-04,8938204.0,1.0,255.0,"(1.0,255.0)",153.8762,69.1303,4778.9967,206.0,255.0,159.0,1.0,103.0
MYD11A2_006_Clear_sky_nights_doy2017193_aid0001,Clear_sky_nights,aid0001,2017-07-12,9191226.0,1.0,255.0,"(1.0,255.0)",209.8337,65.1308,4242.016,254.0,255.0,247.0,62.0,177.0
MYD11A2_006_Clear_sky_nights_doy2017201_aid0001,Clear_sky_nights,aid0001,2017-07-20,9185469.0,1.0,255.0,"(1.0,255.0)",208.2694,62.7391,3936.1969,255.0,255.0,239.0,83.0,186.0
MYD11A2_006_Clear_sky_nights_doy2017209_aid0001,Clear_sky_nights,aid0001,2017-07-28,9208414.0,1.0,255.0,"(1.0,255.0)",175.1892,76.2741,5817.7354,246.0,255.0,205.0,1.0,123.0
MYD11A2_006_Clear_sky_nights_doy2017217_aid0001,Clear_sky_nights,aid0001,2017-08-05,9194336.0,1.0,255.0,"(1.0,255.0)",202.2532,65.9767,4352.9214,254.0,255.0,238.0,32.0,165.0
MYD11A2_006_Clear_sky_nights_doy2017225_aid0001,Clear_sky_nights,aid0001,2017-08-13,9209659.0,1.0,255.0,"(1.0,255.0)",180.484,68.5342,4696.9358,251.0,255.0,191.0,1.0,126.0
MYD11A2_006_Clear_sky_nights_doy2017233_aid0001,Clear_sky_nights,aid0001,2017-08-21,9198738.0,1.0,255.0,"(1.0,255.0)",174.0758,78.3885,6144.7524,247.0,255.0,202.0,1.0,119.0
MYD11A2_006_Clear_sky_nights_doy2017241_aid0001,Clear_sky_nights,aid0001,2017-08-29,9178651.0,1.0,255.0,"(1.0,255.0)",213.1279,59.7929,3575.1876,254.0,255.0,242.0,97.0,191.0
MYD11A2_006_Clear_sky_nights_doy2017249_aid0001,Clear_sky_nights,aid0001,2017-09-06,9180236.0,1.0,255.0,"(1.0,255.0)",192.6771,70.6631,4993.2786,249.0,255.0,224.0,1.0,147.0
MYD11A2_006_Clear_sky_nights_doy2017257_aid0001,Clear_sky_nights,aid0001,2017-09-14,9125794.0,1.0,255.0,"(1.0,255.0)",199.759,70.197,4927.6171,253.0,255.0,239.0,6.0,154.0
MYD11A2_006_Clear_sky_nights_doy2017265_aid0001,Clear_sky_nights,aid0001,2017-09-22,9178659.0,1.0,255.0,"(1.0,255.0)",133.3232,83.4941,6971.2581,223.0,255.0,123.0,1.0,62.0
MYD11A2_006_Clear_sky_nights_doy2017273_aid0001,Clear_sky_nights,aid0001,2017-09-30,9127354.0,1.0,255.0,"(1.0,255.0)",111.4736,81.5881,6656.6233,192.0,255.0,95.0,1.0,31.0
MYD11A2_006_Clear_sky_nights_doy2017281_aid0001,Clear_sky_nights,aid0001,2017-10-08,9079956.0,1.0,255.0,"(1.0,255.0)",133.3389,82.0238,6727.9061,214.0,255.0,128.0,1.0,63.0
MYD11A2_006_Clear_sky_nights_doy2017289_aid0001,Clear_sky_nights,aid0001,2017-10-16,9097872.0,1.0,255.0,"(1.0,255.0)",163.3916,73.6224,5420.2641,229.0,255.0,185.0,1.0,107.0
MYD11A2_006_Clear_sky_nights_doy2017297_aid0001,Clear_sky_nights,aid0001,2017-10-24,9211065.0,1.0,255.0,"(1.0,255.0)",185.664,74.7561,5588.4707,249.0,255.0,215.0,1.0,127.0
MYD11A2_006_Clear_sky_nights_doy2017305_aid0001,Clear_sky_nights,aid0001,2017-11-01,9199666.0,1.0,255.0,"(1.0,255.0)",100.0822,75.7262,5734.4562,149.0,255.0,87.0,1.0,31.0
MYD11A2_006_Clear_sky_nights_doy2017313_aid0001,Clear_sky_nights,aid0001,2017-11-09,8411338.0,1.0,255.0,"(1.0,255.0)",102.4875,77.8503,6060.6745,162.0,255.0,107.0,1.0,22.0
MYD11A2_006_Clear_sky_nights_doy2017321_aid0001,Clear_sky_nights,aid0001,2017-11-17,8716958.0,1.0,255.0,"(1.0,255.0)",126.1596,80.189,6430.2801,192.0,255.0,126.0,1.0,60.0
MYD11A2_006_Clear_sky_nights_doy2017329_aid0001,Clear_sky_nights,aid0001,2017-11-25,9042738.0,1.0,255.0,"(1.0,255.0)",111.83,76.3065,5822.6871,172.0,255.0,125.0,1.0,35.0
MYD11A2_006_Clear_sky_nights_doy2017337_aid0001,Clear_sky_nights,aid0001,2017-12-03,8967204.0,1.0,255.0,"(1.0,255.0)",149.8196,82.712,6841.2824,229.0,255.0,163.0,1.0,74.0
MYD11A2_006_Clear_sky_nights_doy2017345_aid0001,Clear_sky_nights,aid0001,2017-12-11,8982578.0,1.0,255.0,"(1.0,255.0)",144.3168,85.2625,7269.7014,236.0,255.0,152.0,1.0,61.0
MYD11A2_006_Clear_sky_nights_doy2017353_aid0001,Clear_sky_nights,aid0001,2017-12-19,8847973.0,1.0,255.0,"(1.0,255.0)",122.7978,82.1859,6754.5162,202.0,255.0,115.0,1.0,48.0
MYD11A2_006_Clear_sky_nights_doy2017361_aid0001,Clear_sky_nights,aid0001,2017-12-27,7375500.0,1.0,31.0,"(1.0,31.0)",14.1051,8.8054,77.5343,21.0,31.0,14.0,1.0,7.0
MYD11A2_006_Clear_sky_nights_doy2018001_aid0001,Clear_sky_nights,aid0001,2018-01-01,8210943.0,1.0,255.0,"(1.0,255.0)",127.9475,81.4445,6633.2002,195.0,255.0,126.0,1.0,59.0
MYD11A2_006_Clear_sky_nights_doy2018009_aid0001,Clear_sky_nights,aid0001,2018-01-09,7815055.0,1.0,255.0,"(1.0,255.0)",124.1973,84.2328,7095.161,205.0,255.0,128.0,1.0,32.0
MYD11A2_006_Clear_sky_nights_doy2018017_aid0001,Clear_sky_nights,aid0001,2018-01-17,7371832.0,1.0,255.0,"(1.0,255.0)",126.4479,86.2948,7446.7895,216.0,255.0,127.0,1.0,38.0
MYD11A2_006_Clear_sky_nights_doy2018025_aid0001,Clear_sky_nights,aid0001,2018-01-25,7467239.0,1.0,255.0,"(1.0,255.0)",62.3896,62.6784,3928.5756,110.0,255.0,36.0,1.0,7.0
MYD11A2_006_Clear_sky_nights_doy2018033_aid0001,Clear_sky_nights,aid0001,2018-02-02,8748511.0,1.0,255.0,"(1.0,255.0)",155.5536,86.0529,7405.1,244.0,255.0,165.0,1.0,80.0
MYD11A2_006_Clear_sky_nights_doy2018041_aid0001,Clear_sky_nights,aid0001,2018-02-10,8617694.0,1.0,255.0,"(1.0,255.0)",109.277,83.3642,6949.5838,191.0,255.0,96.0,1.0,26.0
MYD11A2_006_Clear_sky_nights_doy2018049_aid0001,Clear_sky_nights,aid0001,2018-02-18,8370544.0,1.0,255.0,"(1.0,255.0)",112.4855,85.948,7387.0639,186.0,255.0,124.0,1.0,20.0
MYD11A2_006_Clear_sky_nights_doy2018057_aid0001,Clear_sky_nights,aid0001,2018-02-26,7857404.0,1.0,255.0,"(1.0,255.0)",104.1709,91.2077,8318.8451,194.0,255.0,83.0,1.0,12.0
MYD11A2_006_Clear_sky_nights_doy2018065_aid0001,Clear_sky_nights,aid0001,2018-03-06,8956584.0,1.0,255.0,"(1.0,255.0)",175.534,66.7778,4459.2779,224.0,255.0,195.0,2.0,135.0
MYD11A2_006_Clear_sky_nights_doy2018073_aid0001,Clear_sky_nights,aid0001,2018-03-14,8946058.0,1.0,255.0,"(1.0,255.0)",112.5335,74.8862,5607.9446,159.0,255.0,117.0,1.0,56.0
MYD11A2_006_Clear_sky_nights_doy2018081_aid0001,Clear_sky_nights,aid0001,2018-03-22,8723838.0,1.0,127.0,"(1.0,127.0)",79.9602,36.3362,1320.3223,114.0,127.0,87.0,1.0,54.0
MYD11A2_006_Clear_sky_nights_doy2018089_aid0001,Clear_sky_nights,aid0001,2018-03-30,9028048.0,1.0,255.0,"(1.0,255.0)",163.4602,83.2489,6930.3822,241.0,255.0,190.0,1.0,95.0
MYD11A2_006_Clear_sky_nights_doy2018097_aid0001,Clear_sky_nights,aid0001,2018-04-07,9105774.0,1.0,255.0,"(1.0,255.0)",159.6087,76.8734,5909.5154,231.0,255.0,181.0,1.0,97.0
MYD11A2_006_Clear_sky_nights_doy2018105_aid0001,Clear_sky_nights,aid0001,2018-04-15,9003058.0,1.0,255.0,"(1.0,255.0)",152.7525,78.7582,6202.8597,229.0,255.0,175.0,1.0,78.0
MYD11A2_006_Clear_sky_nights_doy2018113_aid0001,Clear_sky_nights,aid0001,2018-04-23,9174923.0,1.0,255.0,"(1.0,255.0)",162.8984,74.6055,5565.9795,233.0,255.0,183.0,1.0,103.0
MYD11A2_006_Clear_sky_nights_doy2018121_aid0001,Clear_sky_nights,aid0001,2018-05-01,9138534.0,1.0,255.0,"(1.0,255.0)",185.541,69.6881,4856.4297,247.0,255.0,210.0,1.0,130.0
MYD11A2_006_Clear_sky_nights_doy2018129_aid0001,Clear_sky_nights,aid0001,2018-05-09,9179597.0,1.0,255.0,"(1.0,255.0)",206.4782,68.2629,4659.8221,254.0,255.0,247.0,72.0,181.0
MYD11A2_006_Clear_sky_nights_doy2018137_aid0001,Clear_sky_nights,aid0001,2018-05-17,9051865.0,1.0,31.0,"(1.0,31.0)",23.5468,9.0174,81.3128,31.0,31.0,29.0,1.0,15.0
MYD11A2_006_Clear_sky_nights_doy2018145_aid0001,Clear_sky_nights,aid0001,2018-05-25,9214268.0,1.0,255.0,"(1.0,255.0)",183.7514,67.7518,4590.3026,239.0,255.0,207.0,32.0,156.0
MYD11A2_006_Clear_sky_nights_doy2018153_aid0001,Clear_sky_nights,aid0001,2018-06-02,9171065.0,1.0,255.0,"(1.0,255.0)",129.1803,87.3841,7635.982,208.0,255.0,135.0,1.0,47.0
MYD11A2_006_Clear_sky_nights_doy2018161_aid0001,Clear_sky_nights,aid0001,2018-06-10,9193763.0,1.0,255.0,"(1.0,255.0)",177.8233,81.2442,6600.6215,249.0,255.0,210.0,1.0,126.0
MYD11A2_006_Clear_sky_nights_doy2018169_aid0001,Clear_sky_nights,aid0001,2018-06-18,9193946.0,1.0,63.0,"(1.0,63.0)",48.8425,16.269,264.6808,62.0,63.0,57.0,1.0,31.0
MYD11A2_006_Clear_sky_nights_doy2018177_aid0001,Clear_sky_nights,aid0001,2018-06-26,9175767.0,1.0,255.0,"(1.0,255.0)",185.0259,69.7745,4868.4771,247.0,255.0,205.0,1.0,140.0
MYD11A2_006_Clear_sky_nights_doy2018185_aid0001,Clear_sky_nights,aid0001,2018-07-04,9187633.0,1.0,255.0,"(1.0,255.0)",221.5382,56.2342,3162.2798,255.0,255.0,251.0,170.0,221.0
MYD11A2_006_Clear_sky_nights_doy2018193_aid0001,Clear_sky_nights,aid0001,2018-07-12,9217766.0,1.0,255.0,"(1.0,255.0)",197.9715,70.1824,4925.5653,255.0,255.0,247.0,1.0,127.0
MYD11A2_006_Clear_sky_nights_doy2018201_aid0001,Clear_sky_nights,aid0001,2018-07-20,9204923.0,1.0,255.0,"(1.0,255.0)",178.2621,70.8234,5015.9497,247.0,255.0,191.0,1.0,125.0
MYD11A2_006_Clear_sky_nights_doy2018209_aid0001,Clear_sky_nights,aid0001,2018-07-28,9167331.0,1.0,255.0,"(1.0,255.0)",165.2287,78.3805,6143.4994,223.0,255.0,207.0,1.0,94.0
MYD11A2_006_Clear_sky_nights_doy2018217_aid0001,Clear_sky_nights,aid0001,2018-08-05,9215698.0,1.0,255.0,"(1.0,255.0)",219.5475,54.8573,3009.3272,254.0,255.0,247.0,144.0,210.0
MYD11A2_006_Clear_sky_nights_doy2018225_aid0001,Clear_sky_nights,aid0001,2018-08-13,9197357.0,1.0,255.0,"(1.0,255.0)",214.1996,63.7077,4058.6677,255.0,255.0,251.0,95.0,191.0
MYD11A2_006_Clear_sky_nights_doy2018233_aid0001,Clear_sky_nights,aid0001,2018-08-21,9216005.0,1.0,255.0,"(1.0,255.0)",198.2419,66.2205,4385.1564,253.0,255.0,237.0,1.0,127.0
MYD11A2_006_Clear_sky_nights_doy2018241_aid0001,Clear_sky_nights,aid0001,2018-08-29,9205500.0,1.0,255.0,"(1.0,255.0)",176.8681,76.2965,5821.1506,250.0,255.0,192.0,1.0,118.0
MYD11A2_006_Clear_sky_nights_doy2018249_aid0001,Clear_sky_nights,aid0001,2018-09-06,9200272.0,1.0,255.0,"(1.0,255.0)",216.8561,59.8475,3581.7254,255.0,255.0,247.0,155.0,215.0
MYD11A2_006_Clear_sky_nights_doy2018257_aid0001,Clear_sky_nights,aid0001,2018-09-14,9186317.0,1.0,255.0,"(1.0,255.0)",176.4682,77.5307,6011.0135,251.0,255.0,197.0,1.0,118.0
MYD11A2_006_Clear_sky_nights_doy2018265_aid0001,Clear_sky_nights,aid0001,2018-09-22,9173732.0,1.0,255.0,"(1.0,255.0)",145.8637,79.71,6353.6814,222.0,255.0,157.0,1.0,70.0
MYD11A2_006_Clear_sky_nights_doy2018273_aid0001,Clear_sky_nights,aid0001,2018-09-30,9164634.0,1.0,255.0,"(1.0,255.0)",157.2113,75.0834,5637.5186,227.0,255.0,171.0,1.0,94.0
MYD11A2_006_Clear_sky_nights_doy2018281_aid0001,Clear_sky_nights,aid0001,2018-10-08,8982372.0,1.0,255.0,"(1.0,255.0)",148.8035,77.847,6060.1502,219.0,255.0,163.0,1.0,76.0
MYD11A2_006_Clear_sky_nights_doy2018289_aid0001,Clear_sky_nights,aid0001,2018-10-16,9103724.0,1.0,255.0,"(1.0,255.0)",192.2135,73.427,5391.5282,253.0,255.0,230.0,1.0,136.0
MYD11A2_006_Clear_sky_nights_doy2018297_aid0001,Clear_sky_nights,aid0001,2018-10-24,9040074.0,1.0,255.0,"(1.0,255.0)",122.0526,76.2894,5820.072,191.0,255.0,117.0,1.0,60.0
MYD11A2_006_Clear_sky_nights_doy2018305_aid0001,Clear_sky_nights,aid0001,2018-11-01,9173356.0,1.0,255.0,"(1.0,255.0)",124.7228,75.6671,5725.5072,192.0,255.0,124.0,1.0,61.0
MYD11A2_006_Clear_sky_nights_doy2018313_aid0001,Clear_sky_nights,aid0001,2018-11-09,9165593.0,1.0,255.0,"(1.0,255.0)",141.8197,78.4764,6158.5387,219.0,255.0,135.0,1.0,72.0
MYD11A2_006_Clear_sky_nights_doy2018321_aid0001,Clear_sky_nights,aid0001,2018-11-17,9087539.0,1.0,255.0,"(1.0,255.0)",152.7522,79.1569,6265.8187,228.0,255.0,162.0,1.0,96.0
MYD11A2_006_Clear_sky_nights_doy2018329_aid0001,Clear_sky_nights,aid0001,2018-11-25,9097795.0,1.0,255.0,"(1.0,255.0)",142.2613,80.566,6490.8733,221.0,255.0,155.0,1.0,69.0
MYD11A2_006_Clear_sky_nights_doy2018337_aid0001,Clear_sky_nights,aid0001,2018-12-03,8891225.0,1.0,255.0,"(1.0,255.0)",132.7525,90.1898,8134.2047,223.0,255.0,132.0,1.0,46.0
MYD11A2_006_Clear_sky_nights_doy2018345_aid0001,Clear_sky_nights,aid0001,2018-12-11,8361289.0,1.0,255.0,"(1.0,255.0)",161.5571,83.1402,6912.2902,234.0,255.0,192.0,1.0,84.0
MYD11A2_006_Clear_sky_nights_doy2018353_aid0001,Clear_sky_nights,aid0001,2018-12-19,8800188.0,1.0,255.0,"(1.0,255.0)",180.7561,80.9141,6547.0912,251.0,255.0,223.0,1.0,115.0
MYD11A2_006_Clear_sky_nights_doy2018361_aid0001,Clear_sky_nights,aid0001,2018-12-27,8019086.0,1.0,31.0,"(1.0,31.0)",21.1447,9.4873,90.0088,30.0,31.0,24.0,1.0,15.0
MYD11A2_006_Clear_sky_nights_doy2019001_aid0001,Clear_sky_nights,aid0001,2019-01-01,9091545.0,1.0,255.0,"(1.0,255.0)",144.9332,81.8492,6699.2877,224.0,255.0,151.0,1.0,71.0
MYD11A2_006_Clear_sky_nights_doy2019009_aid0001,Clear_sky_nights,aid0001,2019-01-09,8936872.0,1.0,255.0,"(1.0,255.0)",149.9719,87.2008,7603.9822,245.0,255.0,143.0,1.0,69.0
MYD11A2_006_Clear_sky_nights_doy2019017_aid0001,Clear_sky_nights,aid0001,2019-01-17,8379176.0,1.0,255.0,"(1.0,255.0)",148.7317,81.195,6592.6223,223.0,255.0,159.0,1.0,80.0
MYD11A2_006_Clear_sky_nights_doy2019025_aid0001,Clear_sky_nights,aid0001,2019-01-25,7539267.0,1.0,255.0,"(1.0,255.0)",138.7559,94.892,9004.4917,236.0,255.0,152.0,1.0,30.0
