File Name,Dataset,aid,Date,Count,Minimum,Maximum,Range,Mean,Standard Deviation,Variance,Upper Quartile,Upper 1.5 IQR,Median,Lower 1.5 IQR,Lower Quartile
MYD11A2_006_Clear_sky_days_doy2009361_aid0001,Clear_sky_days,aid0001,2009-12-27,7307310.0,1.0,31.0,"(1.0,31.0)",20.3034,10.5465,111.2286,30.0,31.0,23.0,1.0,12.0
MYD11A2_006_Clear_sky_days_doy2010001_aid0001,Clear_sky_days,aid0001,2010-01-01,7144094.0,1.0,255.0,"(1.0,255.0)",139.5914,98.011,9606.1535,246.0,255.0,143.0,1.0,30.0
MYD11A2_006_Clear_sky_days_doy2010009_aid0001,Clear_sky_days,aid0001,2010-01-09,8639170.0,1.0,255.0,"(1.0,255.0)",163.2372,79.9952,6399.2399,239.0,255.0,190.0,1.0,94.0
MYD11A2_006_Clear_sky_days_doy2010017_aid0001,Clear_sky_days,aid0001,2010-01-17,8676864.0,1.0,255.0,"(1.0,255.0)",151.4059,90.8952,8261.9444,239.0,255.0,175.0,1.0,63.0
MYD11A2_006_Clear_sky_days_doy2010025_aid0001,Clear_sky_days,aid0001,2010-01-25,7943335.0,1.0,255.0,"(1.0,255.0)",146.9473,90.7556,8236.5841,243.0,255.0,161.0,1.0,54.0
MYD11A2_006_Clear_sky_days_doy2010033_aid0001,Clear_sky_days,aid0001,2010-02-02,8894513.0,1.0,255.0,"(1.0,255.0)",126.9797,75.6697,5725.9014,192.0,255.0,123.0,1.0,63.0
MYD11A2_006_Clear_sky_days_doy2010041_aid0001,Clear_sky_days,aid0001,2010-02-10,8585131.0,1.0,255.0,"(1.0,255.0)",156.6735,87.171,7598.7767,238.0,255.0,192.0,1.0,68.0
MYD11A2_006_Clear_sky_days_doy2010049_aid0001,Clear_sky_days,aid0001,2010-02-18,8338919.0,1.0,255.0,"(1.0,255.0)",118.6179,95.8604,9189.2194,227.0,255.0,117.0,1.0,23.0
MYD11A2_006_Clear_sky_days_doy2010057_aid0001,Clear_sky_days,aid0001,2010-02-26,8385716.0,1.0,255.0,"(1.0,255.0)",155.5015,79.0594,6250.3905,232.0,255.0,160.0,1.0,104.0
MYD11A2_006_Clear_sky_days_doy2010065_aid0001,Clear_sky_days,aid0001,2010-03-06,9141738.0,1.0,255.0,"(1.0,255.0)",129.3716,76.2492,5813.9381,191.0,255.0,127.0,1.0,59.0
MYD11A2_006_Clear_sky_days_doy2010073_aid0001,Clear_sky_days,aid0001,2010-03-14,9088677.0,1.0,255.0,"(1.0,255.0)",153.4451,86.5286,7487.1972,247.0,255.0,160.0,1.0,83.0
MYD11A2_006_Clear_sky_days_doy2010081_aid0001,Clear_sky_days,aid0001,2010-03-22,8760224.0,1.0,255.0,"(1.0,255.0)",124.8661,86.7523,7525.9625,211.0,255.0,127.0,1.0,31.0
MYD11A2_006_Clear_sky_days_doy2010089_aid0001,Clear_sky_days,aid0001,2010-03-30,8070035.0,1.0,255.0,"(1.0,255.0)",128.7877,72.9124,5316.2238,191.0,255.0,121.0,1.0,68.0
MYD11A2_006_Clear_sky_days_doy2010097_aid0001,Clear_sky_days,aid0001,2010-04-07,8769888.0,1.0,255.0,"(1.0,255.0)",145.4634,76.9372,5919.326,204.0,255.0,160.0,1.0,71.0
MYD11A2_006_Clear_sky_days_doy2010105_aid0001,Clear_sky_days,aid0001,2010-04-15,9013887.0,1.0,255.0,"(1.0,255.0)",160.3301,76.3893,5835.3254,234.0,255.0,176.0,1.0,106.0
MYD11A2_006_Clear_sky_days_doy2010113_aid0001,Clear_sky_days,aid0001,2010-04-23,9018820.0,1.0,255.0,"(1.0,255.0)",193.3673,64.388,4145.8088,239.0,255.0,216.0,62.0,168.0
MYD11A2_006_Clear_sky_days_doy2010121_aid0001,Clear_sky_days,aid0001,2010-05-01,9160774.0,1.0,255.0,"(1.0,255.0)",201.7247,67.9249,4613.7876,251.0,255.0,231.0,81.0,183.0
MYD11A2_006_Clear_sky_days_doy2010129_aid0001,Clear_sky_days,aid0001,2010-05-09,9149911.0,1.0,255.0,"(1.0,255.0)",101.8138,78.4679,6157.2079,159.0,255.0,63.0,1.0,31.0
MYD11A2_006_Clear_sky_days_doy2010137_aid0001,Clear_sky_days,aid0001,2010-05-17,8737071.0,1.0,255.0,"(1.0,255.0)",109.5275,68.1359,4642.4955,160.0,255.0,112.0,1.0,51.0
MYD11A2_006_Clear_sky_days_doy2010145_aid0001,Clear_sky_days,aid0001,2010-05-25,8811805.0,1.0,255.0,"(1.0,255.0)",157.5904,84.933,7213.6102,239.0,255.0,183.0,1.0,80.0
MYD11A2_006_Clear_sky_days_doy2010153_aid0001,Clear_sky_days,aid0001,2010-06-02,9178511.0,1.0,255.0,"(1.0,255.0)",142.7541,79.3725,6299.9998,222.0,255.0,133.0,1.0,71.0
MYD11A2_006_Clear_sky_days_doy2010161_aid0001,Clear_sky_days,aid0001,2010-06-10,9152339.0,1.0,255.0,"(1.0,255.0)",144.8506,83.9799,7052.6306,234.0,255.0,152.0,1.0,61.0
MYD11A2_006_Clear_sky_days_doy2010169_aid0001,Clear_sky_days,aid0001,2010-06-18,9077694.0,1.0,255.0,"(1.0,255.0)",157.3741,84.2901,7104.8175,243.0,255.0,175.0,1.0,86.0
MYD11A2_006_Clear_sky_days_doy2010177_aid0001,Clear_sky_days,aid0001,2010-06-26,9128315.0,1.0,255.0,"(1.0,255.0)",134.5556,76.123,5794.7128,195.0,255.0,143.0,1.0,74.0
MYD11A2_006_Clear_sky_days_doy2010185_aid0001,Clear_sky_days,aid0001,2010-07-04,8980251.0,1.0,255.0,"(1.0,255.0)",125.4808,76.2921,5820.4902,200.0,255.0,121.0,1.0,64.0
MYD11A2_006_Clear_sky_days_doy2010193_aid0001,Clear_sky_days,aid0001,2010-07-12,9144277.0,1.0,255.0,"(1.0,255.0)",162.0374,78.0321,6089.0026,244.0,255.0,169.0,1.0,111.0
MYD11A2_006_Clear_sky_days_doy2010201_aid0001,Clear_sky_days,aid0001,2010-07-20,9054460.0,1.0,255.0,"(1.0,255.0)",140.7774,82.573,6818.308,222.0,255.0,130.0,1.0,73.0
MYD11A2_006_Clear_sky_days_doy2010209_aid0001,Clear_sky_days,aid0001,2010-07-28,9117547.0,1.0,255.0,"(1.0,255.0)",180.4393,76.915,5915.9244,245.0,255.0,203.0,1.0,131.0
MYD11A2_006_Clear_sky_days_doy2010217_aid0001,Clear_sky_days,aid0001,2010-08-05,9135122.0,1.0,255.0,"(1.0,255.0)",168.0611,81.0715,6572.5853,239.0,255.0,199.0,1.0,113.0
MYD11A2_006_Clear_sky_days_doy2010225_aid0001,Clear_sky_days,aid0001,2010-08-13,9148567.0,1.0,255.0,"(1.0,255.0)",164.1482,71.331,5088.1176,223.0,255.0,187.0,1.0,126.0
MYD11A2_006_Clear_sky_days_doy2010233_aid0001,Clear_sky_days,aid0001,2010-08-21,9088049.0,1.0,255.0,"(1.0,255.0)",139.5607,76.9963,5928.4378,209.0,255.0,157.0,1.0,78.0
MYD11A2_006_Clear_sky_days_doy2010241_aid0001,Clear_sky_days,aid0001,2010-08-29,9077952.0,1.0,255.0,"(1.0,255.0)",109.5669,86.9653,7562.9668,194.0,255.0,95.0,1.0,25.0
MYD11A2_006_Clear_sky_days_doy2010249_aid0001,Clear_sky_days,aid0001,2010-09-06,9158614.0,1.0,255.0,"(1.0,255.0)",139.9499,77.0522,5937.0397,209.0,255.0,151.0,1.0,71.0
MYD11A2_006_Clear_sky_days_doy2010257_aid0001,Clear_sky_days,aid0001,2010-09-14,9063096.0,1.0,255.0,"(1.0,255.0)",155.5244,83.7608,7015.8732,224.0,255.0,192.0,1.0,104.0
MYD11A2_006_Clear_sky_days_doy2010265_aid0001,Clear_sky_days,aid0001,2010-09-22,9062641.0,1.0,255.0,"(1.0,255.0)",186.3326,75.46,5694.2047,251.0,255.0,215.0,1.0,130.0
MYD11A2_006_Clear_sky_days_doy2010273_aid0001,Clear_sky_days,aid0001,2010-09-30,9174398.0,1.0,255.0,"(1.0,255.0)",135.9231,87.2503,7612.6062,223.0,255.0,127.0,1.0,49.0
MYD11A2_006_Clear_sky_days_doy2010281_aid0001,Clear_sky_days,aid0001,2010-10-08,8205137.0,1.0,255.0,"(1.0,255.0)",97.2421,80.8214,6532.1039,151.0,255.0,77.0,1.0,20.0
MYD11A2_006_Clear_sky_days_doy2010289_aid0001,Clear_sky_days,aid0001,2010-10-16,9072713.0,1.0,255.0,"(1.0,255.0)",166.791,75.6916,5729.225,247.0,255.0,188.0,1.0,122.0
MYD11A2_006_Clear_sky_days_doy2010297_aid0001,Clear_sky_days,aid0001,2010-10-24,9156328.0,1.0,255.0,"(1.0,255.0)",110.9048,86.3174,7450.6855,198.0,255.0,102.0,1.0,27.0
MYD11A2_006_Clear_sky_days_doy2010305_aid0001,Clear_sky_days,aid0001,2010-11-01,9127007.0,1.0,255.0,"(1.0,255.0)",168.2554,72.5594,5264.8654,240.0,255.0,183.0,1.0,123.0
MYD11A2_006_Clear_sky_days_doy2010313_aid0001,Clear_sky_days,aid0001,2010-11-09,8733850.0,1.0,255.0,"(1.0,255.0)",109.4975,79.9996,6399.9351,182.0,255.0,100.0,1.0,37.0
MYD11A2_006_Clear_sky_days_doy2010321_aid0001,Clear_sky_days,aid0001,2010-11-17,8803492.0,1.0,255.0,"(1.0,255.0)",140.3458,79.2246,6276.5394,211.0,255.0,142.0,1.0,65.0
MYD11A2_006_Clear_sky_days_doy2010329_aid0001,Clear_sky_days,aid0001,2010-11-25,8400339.0,1.0,255.0,"(1.0,255.0)",128.2507,77.4675,6001.2152,192.0,255.0,127.0,1.0,64.0
MYD11A2_006_Clear_sky_days_doy2010337_aid0001,Clear_sky_days,aid0001,2010-12-03,8874833.0,1.0,255.0,"(1.0,255.0)",113.3167,85.3513,7284.8485,193.0,255.0,117.0,1.0,32.0
MYD11A2_006_Clear_sky_days_doy2010345_aid0001,Clear_sky_days,aid0001,2010-12-11,8704951.0,1.0,255.0,"(1.0,255.0)",57.5574,56.0496,3141.5585,63.0,127.0,38.0,1.0,20.0
MYD11A2_006_Clear_sky_days_doy2010353_aid0001,Clear_sky_days,aid0001,2010-12-19,7918138.0,1.0,255.0,"(1.0,255.0)",152.7921,93.6658,8773.2838,244.0,255.0,185.0,1.0,58.0
MYD11A2_006_Clear_sky_days_doy2010361_aid0001,Clear_sky_days,aid0001,2010-12-27,7929007.0,1.0,31.0,"(1.0,31.0)",22.7405,9.6333,92.7997,31.0,31.0,28.0,1.0,15.0
MYD11A2_006_Clear_sky_days_doy2011001_aid0001,Clear_sky_days,aid0001,2011-01-01,8328330.0,1.0,255.0,"(1.0,255.0)",95.7792,75.2325,5659.9341,149.0,255.0,85.0,1.0,21.0
MYD11A2_006_Clear_sky_days_doy2011009_aid0001,Clear_sky_days,aid0001,2011-01-09,7206509.0,1.0,255.0,"(1.0,255.0)",143.93,91.3986,8353.7024,226.0,255.0,160.0,1.0,54.0
MYD11A2_006_Clear_sky_days_doy2011017_aid0001,Clear_sky_days,aid0001,2011-01-17,8484889.0,1.0,255.0,"(1.0,255.0)",178.2104,74.9038,5610.5814,245.0,255.0,208.0,1.0,127.0
MYD11A2_006_Clear_sky_days_doy2011025_aid0001,Clear_sky_days,aid0001,2011-01-25,9097687.0,1.0,255.0,"(1.0,255.0)",126.5047,81.4616,6635.9981,191.0,255.0,125.0,1.0,58.0
MYD11A2_006_Clear_sky_days_doy2011033_aid0001,Clear_sky_days,aid0001,2011-02-02,7941259.0,1.0,255.0,"(1.0,255.0)",94.4809,71.1533,5062.7856,141.0,255.0,80.0,1.0,31.0
MYD11A2_006_Clear_sky_days_doy2011041_aid0001,Clear_sky_days,aid0001,2011-02-10,8143059.0,1.0,255.0,"(1.0,255.0)",81.3101,70.7659,5007.8159,137.0,255.0,64.0,1.0,19.0
MYD11A2_006_Clear_sky_days_doy2011049_aid0001,Clear_sky_days,aid0001,2011-02-18,7501465.0,1.0,255.0,"(1.0,255.0)",139.7294,86.4471,7473.1087,228.0,255.0,132.0,1.0,64.0
MYD11A2_006_Clear_sky_days_doy2011057_aid0001,Clear_sky_days,aid0001,2011-02-26,6693085.0,1.0,255.0,"(1.0,255.0)",90.6149,86.9718,7564.1022,148.0,255.0,64.0,1.0,7.0
MYD11A2_006_Clear_sky_days_doy2011065_aid0001,Clear_sky_days,aid0001,2011-03-06,6692942.0,1.0,255.0,"(1.0,255.0)",127.2381,83.1031,6906.1193,198.0,255.0,128.0,1.0,62.0
MYD11A2_006_Clear_sky_days_doy2011073_aid0001,Clear_sky_days,aid0001,2011-03-14,7487070.0,1.0,255.0,"(1.0,255.0)",89.5955,74.9601,5619.0169,135.0,255.0,66.0,1.0,16.0
MYD11A2_006_Clear_sky_days_doy2011081_aid0001,Clear_sky_days,aid0001,2011-03-22,8640781.0,1.0,255.0,"(1.0,255.0)",161.9681,88.0413,7751.271,254.0,255.0,168.0,1.0,92.0
MYD11A2_006_Clear_sky_days_doy2011089_aid0001,Clear_sky_days,aid0001,2011-03-30,7639997.0,1.0,255.0,"(1.0,255.0)",178.0293,90.964,8274.4517,255.0,255.0,223.0,1.0,123.0
MYD11A2_006_Clear_sky_days_doy2011097_aid0001,Clear_sky_days,aid0001,2011-04-07,8843256.0,1.0,255.0,"(1.0,255.0)",160.2577,82.4954,6805.4964,240.0,255.0,183.0,1.0,103.0
MYD11A2_006_Clear_sky_days_doy2011105_aid0001,Clear_sky_days,aid0001,2011-04-15,9116955.0,1.0,255.0,"(1.0,255.0)",177.4658,81.1242,6581.135,254.0,255.0,209.0,1.0,115.0
MYD11A2_006_Clear_sky_days_doy2011113_aid0001,Clear_sky_days,aid0001,2011-04-23,9191515.0,1.0,255.0,"(1.0,255.0)",142.6441,90.0469,8108.4497,231.0,255.0,143.0,1.0,47.0
MYD11A2_006_Clear_sky_days_doy2011121_aid0001,Clear_sky_days,aid0001,2011-05-01,9050785.0,1.0,255.0,"(1.0,255.0)",113.5224,73.8881,5459.45,172.0,255.0,113.0,1.0,44.0
MYD11A2_006_Clear_sky_days_doy2011129_aid0001,Clear_sky_days,aid0001,2011-05-09,9085771.0,1.0,255.0,"(1.0,255.0)",141.5184,89.76,8056.8653,227.0,255.0,146.0,1.0,63.0
MYD11A2_006_Clear_sky_days_doy2011137_aid0001,Clear_sky_days,aid0001,2011-05-17,9135569.0,1.0,255.0,"(1.0,255.0)",132.6739,87.5838,7670.9153,215.0,255.0,134.0,1.0,45.0
MYD11A2_006_Clear_sky_days_doy2011145_aid0001,Clear_sky_days,aid0001,2011-05-25,9132493.0,1.0,255.0,"(1.0,255.0)",197.5706,71.1398,5060.8648,253.0,255.0,226.0,31.0,164.0
MYD11A2_006_Clear_sky_days_doy2011153_aid0001,Clear_sky_days,aid0001,2011-06-02,9106365.0,1.0,255.0,"(1.0,255.0)",94.9099,76.0552,5784.3942,151.0,255.0,78.0,1.0,22.0
MYD11A2_006_Clear_sky_days_doy2011161_aid0001,Clear_sky_days,aid0001,2011-06-10,9124437.0,1.0,255.0,"(1.0,255.0)",183.4166,71.9906,5182.6413,247.0,255.0,212.0,1.0,126.0
MYD11A2_006_Clear_sky_days_doy2011169_aid0001,Clear_sky_days,aid0001,2011-06-18,9121572.0,1.0,255.0,"(1.0,255.0)",203.4795,62.8357,3948.3276,253.0,255.0,238.0,21.0,160.0
MYD11A2_006_Clear_sky_days_doy2011177_aid0001,Clear_sky_days,aid0001,2011-06-26,9143873.0,1.0,255.0,"(1.0,255.0)",143.8409,74.9418,5616.2725,211.0,255.0,150.0,1.0,87.0
MYD11A2_006_Clear_sky_days_doy2011185_aid0001,Clear_sky_days,aid0001,2011-07-04,8969317.0,1.0,255.0,"(1.0,255.0)",137.04,94.3892,8909.3166,241.0,255.0,128.0,1.0,41.0
MYD11A2_006_Clear_sky_days_doy2011193_aid0001,Clear_sky_days,aid0001,2011-07-12,9014108.0,1.0,255.0,"(1.0,255.0)",147.3056,83.1087,6907.0636,226.0,255.0,163.0,1.0,77.0
MYD11A2_006_Clear_sky_days_doy2011201_aid0001,Clear_sky_days,aid0001,2011-07-20,9152195.0,1.0,255.0,"(1.0,255.0)",196.3257,65.1467,4244.0893,253.0,255.0,223.0,13.0,157.0
MYD11A2_006_Clear_sky_days_doy2011209_aid0001,Clear_sky_days,aid0001,2011-07-28,9176336.0,1.0,255.0,"(1.0,255.0)",201.6938,68.6459,4712.254,255.0,255.0,239.0,3.0,154.0
MYD11A2_006_Clear_sky_days_doy2011217_aid0001,Clear_sky_days,aid0001,2011-08-05,9122781.0,1.0,255.0,"(1.0,255.0)",176.6829,77.6804,6034.2412,250.0,255.0,191.0,1.0,127.0
MYD11A2_006_Clear_sky_days_doy2011225_aid0001,Clear_sky_days,aid0001,2011-08-13,9162698.0,1.0,255.0,"(1.0,255.0)",198.5381,67.8712,4606.4972,248.0,255.0,223.0,66.0,175.0
MYD11A2_006_Clear_sky_days_doy2011233_aid0001,Clear_sky_days,aid0001,2011-08-21,9177571.0,1.0,255.0,"(1.0,255.0)",209.3253,67.7476,4589.7408,255.0,255.0,251.0,83.0,186.0
MYD11A2_006_Clear_sky_days_doy2011241_aid0001,Clear_sky_days,aid0001,2011-08-29,9146503.0,1.0,255.0,"(1.0,255.0)",197.7105,71.6852,5138.7644,254.0,255.0,235.0,17.0,159.0
MYD11A2_006_Clear_sky_days_doy2011249_aid0001,Clear_sky_days,aid0001,2011-09-06,9156443.0,1.0,255.0,"(1.0,255.0)",214.7867,57.2602,3278.7271,253.0,255.0,243.0,108.0,195.0
MYD11A2_006_Clear_sky_days_doy2011257_aid0001,Clear_sky_days,aid0001,2011-09-14,9182914.0,1.0,255.0,"(1.0,255.0)",211.0625,63.8846,4081.2471,255.0,255.0,239.0,95.0,191.0
MYD11A2_006_Clear_sky_days_doy2011265_aid0001,Clear_sky_days,aid0001,2011-09-22,9182252.0,1.0,255.0,"(1.0,255.0)",177.7467,80.1012,6416.2075,251.0,255.0,204.0,1.0,127.0
MYD11A2_006_Clear_sky_days_doy2011273_aid0001,Clear_sky_days,aid0001,2011-09-30,9069020.0,1.0,255.0,"(1.0,255.0)",149.3878,87.8815,7723.1615,231.0,255.0,165.0,1.0,67.0
MYD11A2_006_Clear_sky_days_doy2011281_aid0001,Clear_sky_days,aid0001,2011-10-08,9192491.0,1.0,255.0,"(1.0,255.0)",175.2453,73.1561,5351.8196,241.0,255.0,191.0,1.0,123.0
MYD11A2_006_Clear_sky_days_doy2011289_aid0001,Clear_sky_days,aid0001,2011-10-16,9074053.0,1.0,255.0,"(1.0,255.0)",94.0419,71.934,5174.5047,154.0,255.0,78.0,1.0,27.0
MYD11A2_006_Clear_sky_days_doy2011297_aid0001,Clear_sky_days,aid0001,2011-10-24,8982299.0,1.0,255.0,"(1.0,255.0)",109.6799,85.9187,7382.0158,191.0,255.0,96.0,1.0,27.0
MYD11A2_006_Clear_sky_days_doy2011305_aid0001,Clear_sky_days,aid0001,2011-11-01,9141996.0,1.0,255.0,"(1.0,255.0)",141.8801,78.958,6234.3582,219.0,255.0,140.0,1.0,80.0
MYD11A2_006_Clear_sky_days_doy2011313_aid0001,Clear_sky_days,aid0001,2011-11-09,8930401.0,1.0,255.0,"(1.0,255.0)",136.8348,82.8724,6867.8395,217.0,255.0,127.0,1.0,63.0
MYD11A2_006_Clear_sky_days_doy2011321_aid0001,Clear_sky_days,aid0001,2011-11-17,8623820.0,1.0,255.0,"(1.0,255.0)",125.6484,87.9713,7738.95,202.0,255.0,131.0,1.0,32.0
MYD11A2_006_Clear_sky_days_doy2011329_aid0001,Clear_sky_days,aid0001,2011-11-25,9149592.0,1.0,255.0,"(1.0,255.0)",142.4079,80.6107,6498.0846,223.0,255.0,143.0,1.0,63.0
MYD11A2_006_Clear_sky_days_doy2011337_aid0001,Clear_sky_days,aid0001,2011-12-03,8795628.0,1.0,255.0,"(1.0,255.0)",100.0536,77.9378,6074.3017,152.0,255.0,90.0,1.0,31.0
MYD11A2_006_Clear_sky_days_doy2011345_aid0001,Clear_sky_days,aid0001,2011-12-11,8721089.0,1.0,255.0,"(1.0,255.0)",102.9761,82.6363,6828.7506,192.0,255.0,72.0,1.0,30.0
MYD11A2_006_Clear_sky_days_doy2011353_aid0001,Clear_sky_days,aid0001,2011-12-19,8462421.0,1.0,255.0,"(1.0,255.0)",157.9383,74.6765,5576.5753,239.0,255.0,151.0,1.0,112.0
MYD11A2_006_Clear_sky_days_doy2011361_aid0001,Clear_sky_days,aid0001,2011-12-27,8663384.0,1.0,31.0,"(1.0,31.0)",20.3145,9.5489,91.1813,30.0,31.0,22.0,1.0,13.0
MYD11A2_006_Clear_sky_days_doy2012001_aid0001,Clear_sky_days,aid0001,2012-01-01,8898017.0,1.0,255.0,"(1.0,255.0)",93.2889,68.874,4743.6257,128.0,255.0,81.0,1.0,36.0
MYD11A2_006_Clear_sky_days_doy2012009_aid0001,Clear_sky_days,aid0001,2012-01-09,8783575.0,1.0,255.0,"(1.0,255.0)",132.2212,81.4564,6635.1515,207.0,255.0,128.0,1.0,60.0
MYD11A2_006_Clear_sky_days_doy2012017_aid0001,Clear_sky_days,aid0001,2012-01-17,8357613.0,1.0,255.0,"(1.0,255.0)",104.4157,84.5231,7144.1563,175.0,255.0,88.0,1.0,19.0
MYD11A2_006_Clear_sky_days_doy2012025_aid0001,Clear_sky_days,aid0001,2012-01-25,7005760.0,1.0,255.0,"(1.0,255.0)",157.918,81.1331,6582.5771,226.0,255.0,185.0,1.0,99.0
MYD11A2_006_Clear_sky_days_doy2012033_aid0001,Clear_sky_days,aid0001,2012-02-02,9063063.0,1.0,255.0,"(1.0,255.0)",193.0088,74.8923,5608.8588,251.0,255.0,231.0,1.0,136.0
MYD11A2_006_Clear_sky_days_doy2012041_aid0001,Clear_sky_days,aid0001,2012-02-10,9140353.0,1.0,255.0,"(1.0,255.0)",159.1218,74.4261,5539.2447,223.0,255.0,174.0,1.0,95.0
MYD11A2_006_Clear_sky_days_doy2012049_aid0001,Clear_sky_days,aid0001,2012-02-18,8424267.0,1.0,255.0,"(1.0,255.0)",100.774,89.87,8076.6218,183.0,255.0,86.0,1.0,12.0
MYD11A2_006_Clear_sky_days_doy2012057_aid0001,Clear_sky_days,aid0001,2012-02-26,6711569.0,1.0,255.0,"(1.0,255.0)",148.2505,79.925,6388.0046,224.0,255.0,160.0,1.0,126.0
MYD11A2_006_Clear_sky_days_doy2012065_aid0001,Clear_sky_days,aid0001,2012-03-05,8429620.0,1.0,255.0,"(1.0,255.0)",125.8132,84.5511,7148.8841,191.0,255.0,124.0,1.0,54.0
MYD11A2_006_Clear_sky_days_doy2012073_aid0001,Clear_sky_days,aid0001,2012-03-13,6439467.0,1.0,255.0,"(1.0,255.0)",108.0195,90.8266,8249.4719,203.0,255.0,88.0,1.0,15.0
MYD11A2_006_Clear_sky_days_doy2012081_aid0001,Clear_sky_days,aid0001,2012-03-21,8984568.0,1.0,255.0,"(1.0,255.0)",157.6011,79.9935,6398.9607,232.0,255.0,178.0,1.0,88.0
MYD11A2_006_Clear_sky_days_doy2012089_aid0001,Clear_sky_days,aid0001,2012-03-29,9200379.0,1.0,255.0,"(1.0,255.0)",181.9239,71.8717,5165.5409,247.0,255.0,200.0,1.0,125.0
MYD11A2_006_Clear_sky_days_doy2012097_aid0001,Clear_sky_days,aid0001,2012-04-06,9208806.0,1.0,255.0,"(1.0,255.0)",151.0664,80.7704,6523.8594,241.0,255.0,133.0,1.0,89.0
MYD11A2_006_Clear_sky_days_doy2012105_aid0001,Clear_sky_days,aid0001,2012-04-14,9045643.0,1.0,255.0,"(1.0,255.0)",139.8381,79.1104,6258.4622,206.0,255.0,138.0,1.0,77.0
MYD11A2_006_Clear_sky_days_doy2012113_aid0001,Clear_sky_days,aid0001,2012-04-22,8986448.0,1.0,255.0,"(1.0,255.0)",157.8669,83.3589,6948.7109,232.0,255.0,184.0,1.0,92.0
MYD11A2_006_Clear_sky_days_doy2012121_aid0001,Clear_sky_days,aid0001,2012-04-30,9090143.0,1.0,255.0,"(1.0,255.0)",176.7982,77.0798,5941.3026,249.0,255.0,191.0,1.0,127.0
MYD11A2_006_Clear_sky_days_doy2012129_aid0001,Clear_sky_days,aid0001,2012-05-08,9093245.0,1.0,255.0,"(1.0,255.0)",194.3988,72.5028,5256.6578,254.0,255.0,227.0,1.0,128.0
MYD11A2_006_Clear_sky_days_doy2012137_aid0001,Clear_sky_days,aid0001,2012-05-16,9148016.0,1.0,255.0,"(1.0,255.0)",174.221,80.8347,6534.2425,249.0,255.0,206.0,1.0,112.0
MYD11A2_006_Clear_sky_days_doy2012145_aid0001,Clear_sky_days,aid0001,2012-05-24,9000690.0,1.0,255.0,"(1.0,255.0)",155.059,85.0175,7227.9732,246.0,255.0,140.0,1.0,87.0
MYD11A2_006_Clear_sky_days_doy2012153_aid0001,Clear_sky_days,aid0001,2012-06-01,9130067.0,1.0,255.0,"(1.0,255.0)",162.0273,71.1864,5067.498,224.0,255.0,168.0,1.0,126.0
MYD11A2_006_Clear_sky_days_doy2012161_aid0001,Clear_sky_days,aid0001,2012-06-09,9160858.0,1.0,255.0,"(1.0,255.0)",176.5152,69.3849,4814.2589,239.0,255.0,191.0,1.0,125.0
MYD11A2_006_Clear_sky_days_doy2012169_aid0001,Clear_sky_days,aid0001,2012-06-17,9160501.0,1.0,255.0,"(1.0,255.0)",164.9439,84.0687,7067.5424,239.0,255.0,191.0,1.0,95.0
MYD11A2_006_Clear_sky_days_doy2012177_aid0001,Clear_sky_days,aid0001,2012-06-25,9146458.0,1.0,255.0,"(1.0,255.0)",191.2733,74.1961,5505.0605,251.0,255.0,223.0,1.0,139.0
MYD11A2_006_Clear_sky_days_doy2012185_aid0001,Clear_sky_days,aid0001,2012-07-03,9124884.0,1.0,255.0,"(1.0,255.0)",132.9018,90.7906,8242.926,247.0,255.0,124.0,1.0,47.0
MYD11A2_006_Clear_sky_days_doy2012193_aid0001,Clear_sky_days,aid0001,2012-07-11,9002376.0,1.0,255.0,"(1.0,255.0)",175.3937,78.2367,6120.9839,247.0,255.0,199.0,1.0,117.0
MYD11A2_006_Clear_sky_days_doy2012201_aid0001,Clear_sky_days,aid0001,2012-07-19,9160002.0,1.0,255.0,"(1.0,255.0)",178.9357,76.8434,5904.9019,251.0,255.0,191.0,1.0,127.0
MYD11A2_006_Clear_sky_days_doy2012209_aid0001,Clear_sky_days,aid0001,2012-07-27,9182009.0,1.0,255.0,"(1.0,255.0)",201.8265,66.0601,4363.9353,253.0,255.0,223.0,73.0,181.0
MYD11A2_006_Clear_sky_days_doy2012217_aid0001,Clear_sky_days,aid0001,2012-08-04,9166069.0,1.0,255.0,"(1.0,255.0)",210.738,66.1343,4373.7443,255.0,255.0,243.0,95.0,191.0
MYD11A2_006_Clear_sky_days_doy2012225_aid0001,Clear_sky_days,aid0001,2012-08-12,9165841.0,1.0,255.0,"(1.0,255.0)",172.7231,76.9913,5927.6598,251.0,255.0,191.0,1.0,110.0
MYD11A2_006_Clear_sky_days_doy2012233_aid0001,Clear_sky_days,aid0001,2012-08-20,9135988.0,1.0,255.0,"(1.0,255.0)",204.6415,65.1557,4245.2606,253.0,255.0,235.0,73.0,181.0
MYD11A2_006_Clear_sky_days_doy2012241_aid0001,Clear_sky_days,aid0001,2012-08-28,9188513.0,1.0,255.0,"(1.0,255.0)",202.3705,68.082,4635.1543,254.0,255.0,246.0,1.0,127.0
MYD11A2_006_Clear_sky_days_doy2012249_aid0001,Clear_sky_days,aid0001,2012-09-05,9170802.0,1.0,255.0,"(1.0,255.0)",208.1243,62.0376,3848.6642,255.0,255.0,245.0,53.0,174.0
